city,province,country,latitude,longitude,postal_prefix,search_key,region_code,is_capital,is_major_market,population_hint,timezone
Devlin,Ontario,CA,,,,devlin,ON,false,false,,America/Toronto
Devon,Alberta,CA,,,,devon,AB,false,false,,America/Edmonton
Dewberry,Alberta,CA,,,,dewberry,AB,false,false,,America/Edmonton
Didsbury,Alberta,CA,,,,didsbury,AB,false,false,,America/Edmonton
Dieppe,New Brunswick,CA,,,,dieppe,NB,false,false,,America/Moncton
Digby,Nova Scotia,CA,,,,digby,NS,false,false,,America/Halifax
Dillon,Saskatchewan,CA,,,,dillon,SK,false,false,,America/Regina
Dingwall,Nova Scotia,CA,,,,dingwall,NS,false,false,,America/Halifax
Dinsmore,Saskatchewan,CA,,,,dinsmore,SK,false,false,,America/Regina
Disraeli,Quebec,CA,,,,disraeli,QC,false,false,,America/Montreal
Dixonville,Alberta,CA,,,,dixonville,AB,false,false,,America/Edmonton
Doaktown,New Brunswick,CA,,,,doaktown,NB,false,false,,America/Moncton
Dodsland,Saskatchewan,CA,,,,dodsland,SK,false,false,,America/Regina
Dokis,Ontario,CA,,,,dokis,ON,false,false,,America/Toronto
Dokis First Nation,Ontario,CA,,,,dokisfirstnation,ON,false,false,,America/Toronto
Dolbeau-Mistassini,Quebec,CA,,,,dolbeaumistassini,QC,false,false,,America/Montreal
Dollard-des-Ormeaux,Quebec,CA,,,,dollarddesormeaux,QC,false,false,,America/Montreal
Dominion City,Manitoba,CA,,,,dominioncity,MB,false,false,,America/Winnipeg
Domremy,Saskatchewan,CA,,,,domremy,SK,false,false,,America/Regina
Donald,British Columbia,CA,,,,donald,BC,false,false,,America/Vancouver
Donalda,Alberta,CA,,,,donalda,AB,false,false,,America/Edmonton
Donnacona,Quebec,CA,,,,donnacona,QC,false,false,,America/Montreal
Donnelly,Alberta,CA,,,,donnelly,AB,false,false,,America/Edmonton
Dorchester,New Brunswick,CA,,,,dorchester,NB,false,false,,America/Moncton
Dorchester,Ontario,CA,,,,dorchester,ON,false,false,,America/Toronto
Dorion,Ontario,CA,,,,dorion,ON,false,false,,America/Toronto
Dorset,Ontario,CA,,,,dorset,ON,false,false,,America/Toronto
Dorval,Quebec,CA,,,,dorval,QC,false,false,,America/Montreal
Douglas,Ontario,CA,,,,douglas,ON,false,false,,America/Toronto
Douglas Lake,British Columbia,CA,,,,douglaslake,BC,false,false,,America/Vancouver
Douglastown,Ontario,CA,,,,douglastown,ON,false,false,,America/Toronto
Dover,Newfoundland,CA,,,,dover,NL,false,false,,America/St_Johns
Drake,Saskatchewan,CA,,,,drake,SK,false,false,,America/Regina
Drayton,Ontario,CA,,,,drayton,ON,false,false,,America/Toronto
Drayton Valley,Alberta,CA,,,,draytonvalley,AB,false,false,,America/Edmonton
Dresden,Ontario,CA,,,,dresden,ON,false,false,,America/Toronto
Drumbo,Ontario,CA,,,,drumbo,ON,false,false,,America/Toronto
Drumheller,Alberta,CA,,,,drumheller,AB,false,false,,America/Edmonton
Drummondville,Quebec,CA,,,,drummondville,QC,false,false,,America/Montreal
Dryden,Ontario,CA,,,,dryden,ON,false,false,,America/Toronto
Dublin,Ontario,CA,,,,dublin,ON,false,false,,America/Toronto
Dubreuilville,Ontario,CA,,,,dubreuilville,ON,false,false,,America/Toronto
Dubuc,Saskatchewan,CA,,,,dubuc,SK,false,false,,America/Regina
Dubuisson,Quebec,CA,,,,dubuisson,QC,false,false,,America/Montreal
Duchess,Alberta,CA,,,,duchess,AB,false,false,,America/Edmonton
Duck Lake,Saskatchewan,CA,,,,ducklake,SK,false,false,,America/Regina
Dugald,Manitoba,CA,,,,dugald,MB,false,false,,America/Winnipeg
Duncan,British Columbia,CA,,,,duncan,BC,false,false,,America/Vancouver
Dunchurch,Ontario,CA,,,,dunchurch,ON,false,false,,America/Toronto
Dundalk,Ontario,CA,,,,dundalk,ON,false,false,,America/Toronto
Dundas,Ontario,CA,,,,dundas,ON,false,false,,America/Toronto
Dundee,Nova Scotia,CA,,,,dundee,NS,false,false,,America/Halifax
Dundurn,Saskatchewan,CA,,,,dundurn,SK,false,false,,America/Regina
Dungannon,Ontario,CA,,,,dungannon,ON,false,false,,America/Toronto
Dunham,Quebec,CA,,,,dunham,QC,false,false,,America/Montreal
Dunnville,Ontario,CA,,,,dunnville,ON,false,false,,America/Toronto
Dunsford,Ontario,CA,,,,dunsford,ON,false,false,,America/Toronto
Dunster,British Columbia,CA,,,,dunster,BC,false,false,,America/Vancouver
Duparquet,Quebec,CA,,,,duparquet,QC,false,false,,America/Montreal
Dupuy,Quebec,CA,,,,dupuy,QC,false,false,,America/Montreal
Durham,Ontario,CA,,,,durham,ON,false,false,,America/Toronto
Dutton,Ontario,CA,,,,dutton,ON,false,false,,America/Toronto
Duvernay,Quebec,CA,,,,duvernay,QC,false,false,,America/Montreal
Dwight,Ontario,CA,,,,dwight,ON,false,false,,America/Toronto
Dyer`s Bay,Ontario,CA,,,,dyersbay,ON,false,false,,America/Toronto
Dysart,Saskatchewan,CA,,,,dysart,SK,false,false,,America/Regina
D`Arcy,British Columbia,CA,,,,darcy,BC,false,false,,America/Vancouver
Eagle Lake First Nation,Ontario,CA,,,,eaglelakefirstnation,ON,false,false,,America/Toronto
Eagle River,Ontario,CA,,,,eagleriver,ON,false,false,,America/Toronto
Eaglesham,Alberta,CA,,,,eaglesham,AB,false,false,,America/Edmonton
Ear Falls,Ontario,CA,,,,earfalls,ON,false,false,,America/Toronto
Earl Grey,Saskatchewan,CA,,,,earlgrey,SK,false,false,,America/Regina
Earlton,Ontario,CA,,,,earlton,ON,false,false,,America/Toronto
East Angus,Quebec,CA,,,,eastangus,QC,false,false,,America/Montreal
East Bay,Nova Scotia,CA,,,,eastbay,NS,false,false,,America/Halifax
East Broughton,Quebec,CA,,,,eastbroughton,QC,false,false,,America/Montreal
East Coulee,Alberta,CA,,,,eastcoulee,AB,false,false,,America/Edmonton
East Farnham,Quebec,CA,,,,eastfarnham,QC,false,false,,America/Montreal
East Gwillimbury,Ontario,CA,,,,eastgwillimbury,ON,false,false,,America/Toronto
East Hereford,Quebec,CA,,,,easthereford,QC,false,false,,America/Montreal
East Pine,British Columbia,CA,,,,eastpine,BC,false,false,,America/Vancouver
East Point,Prince Edward Island,CA,,,,eastpoint,PE,false,false,,America/Halifax
East York,Ontario,CA,,,,eastyork,ON,false,false,,America/Toronto
Eastend,Saskatchewan,CA,,,,eastend,SK,false,false,,America/Regina
Easterville,Manitoba,CA,,,,easterville,MB,false,false,,America/Winnipeg
Eastmain,Quebec,CA,,,,eastmain,QC,false,false,,America/Montreal
Eastman,Quebec,CA,,,,eastman,QC,false,false,,America/Montreal
Eastport,Newfoundland,CA,,,,eastport,NL,false,false,,America/St_Johns
Eastwood,Ontario,CA,,,,eastwood,ON,false,false,,America/Toronto
Eatonia,Saskatchewan,CA,,,,eatonia,SK,false,false,,America/Regina
Echo Bay,Ontario,CA,,,,echobay,ON,false,false,,America/Toronto
Eckville,Alberta,CA,,,,eckville,AB,false,false,,America/Edmonton
Ecum Secum,Nova Scotia,CA,,,,ecumsecum,NS,false,false,,America/Halifax
Edam,Saskatchewan,CA,,,,edam,SK,false,false,,America/Regina
Eddystone,Manitoba,CA,,,,eddystone,MB,false,false,,America/Winnipeg
Edgerton,Alberta,CA,,,,edgerton,AB,false,false,,America/Edmonton
Edmonton,Alberta,CA,,,,edmonton,AB,true,true,,America/Edmonton
Edmundston,New Brunswick,CA,,,,edmundston,NB,false,false,,America/Moncton
Edson,Alberta,CA,,,,edson,AB,false,false,,America/Edmonton
Edwin,Manitoba,CA,,,,edwin,MB,false,false,,America/Winnipeg
Edzo,Northwest Territories,CA,,,,edzo,NT,false,false,,America/Yellowknife
Eganville,Ontario,CA,,,,eganville,ON,false,false,,America/Toronto
Elbow,Saskatchewan,CA,,,,elbow,SK,false,false,,America/Regina
Eldon,Prince Edward Island,CA,,,,eldon,PE,false,false,,America/Halifax
Elfros,Saskatchewan,CA,,,,elfros,SK,false,false,,America/Regina
Elgin,Manitoba,CA,,,,elgin,MB,false,false,,America/Winnipeg
Elgin,Ontario,CA,,,,elgin,ON,false,false,,America/Toronto
Elie,Manitoba,CA,,,,elie,MB,false,false,,America/Winnipeg
Elizabethtown,Ontario,CA,,,,elizabethtown,ON,false,false,,America/Toronto
Elk Lake,Ontario,CA,,,,elklake,ON,false,false,,America/Toronto
Elk Point,Alberta,CA,,,,elkpoint,AB,false,false,,America/Edmonton
Elkford,British Columbia,CA,,,,elkford,BC,false,false,,America/Vancouver
Elkhorn,Manitoba,CA,,,,elkhorn,MB,false,false,,America/Winnipeg
Elko,British Columbia,CA,,,,elko,BC,false,false,,America/Vancouver
Elkwater,Alberta,CA,,,,elkwater,AB,false,false,,America/Edmonton
Elliot Lake,Ontario,CA,,,,elliotlake,ON,false,false,,America/Toronto
Elliston,Newfoundland,CA,,,,elliston,NL,false,false,,America/St_Johns
Elm Creek,Manitoba,CA,,,,elmcreek,MB,false,false,,America/Winnipeg
Elmira,Ontario,CA,,,,elmira,ON,false,false,,America/Toronto
Elmsdale,Nova Scotia,CA,,,,elmsdale,NS,false,false,,America/Halifax
Elmvale,Ontario,CA,,,,elmvale,ON,false,false,,America/Toronto
Elnora,Alberta,CA,,,,elnora,AB,false,false,,America/Edmonton
Elora,Ontario,CA,,,,elora,ON,false,false,,America/Toronto
Elrose,Saskatchewan,CA,,,,elrose,SK,false,false,,America/Regina
Embree,Newfoundland,CA,,,,embree,NL,false,false,,America/St_Johns
Embro,Ontario,CA,,,,embro,ON,false,false,,America/Toronto
Embrun,Ontario,CA,,,,embrun,ON,false,false,,America/Toronto
Emerson,Manitoba,CA,,,,emerson,MB,false,false,,America/Winnipeg
Emeryville,Ontario,CA,,,,emeryville,ON,false,false,,America/Toronto
Emo,Ontario,CA,,,,emo,ON,false,false,,America/Toronto
Empress,Alberta,CA,,,,empress,AB,false,false,,America/Edmonton
Emsdale,Ontario,CA,,,,emsdale,ON,false,false,,America/Toronto
Enchant,Alberta,CA,,,,enchant,AB,false,false,,America/Edmonton
Enderby,British Columbia,CA,,,,enderby,BC,false,false,,America/Vancouver
Englee,Newfoundland,CA,,,,englee,NL,false,false,,America/St_Johns
Englehart,Ontario,CA,,,,englehart,ON,false,false,,America/Toronto
English Harbour East,Newfoundland,CA,,,,englishharboureast,NL,false,false,,America/St_Johns
Enterprise,Northwest Territories,CA,,,,enterprise,NT,false,false,,America/Yellowknife
Enterprise,Ontario,CA,,,,enterprise,ON,false,false,,America/Toronto
Entrelacs,Quebec,CA,,,,entrelacs,QC,false,false,,America/Montreal
Erickson,Manitoba,CA,,,,erickson,MB,false,false,,America/Winnipeg
Eriksdale,Manitoba,CA,,,,eriksdale,MB,false,false,,America/Winnipeg
Erin,Ontario,CA,,,,erin,ON,false,false,,America/Toronto
Eskasoni,Nova Scotia,CA,,,,eskasoni,NS,false,false,,America/Halifax
Espanola,Ontario,CA,,,,espanola,ON,false,false,,America/Toronto
Essex,Ontario,CA,,,,essex,ON,false,false,,America/Toronto
Estaire,Ontario,CA,,,,estaire,ON,false,false,,America/Toronto
Esterel,Quebec,CA,,,,esterel,QC,false,false,,America/Montreal
Esterhazy,Saskatchewan,CA,,,,esterhazy,SK,false,false,,America/Regina
Estevan,Saskatchewan,CA,,,,estevan,SK,false,false,,America/Regina
Estevan Point,British Columbia,CA,,,,estevanpoint,BC,false,false,,America/Vancouver
Eston,Saskatchewan,CA,,,,eston,SK,false,false,,America/Regina
Ethelbert,Manitoba,CA,,,,ethelbert,MB,false,false,,America/Winnipeg
Etobicoke,Ontario,CA,,,,etobicoke,ON,false,false,,America/Toronto
Etzikom,Alberta,CA,,,,etzikom,AB,false,false,,America/Edmonton
Eugenia,Ontario,CA,,,,eugenia,ON,false,false,,America/Toronto
Evain,Quebec,CA,,,,evain,QC,false,false,,America/Montreal
Evansburg,Alberta,CA,,,,evansburg,AB,false,false,,America/Edmonton
Exeter,Ontario,CA,,,,exeter,ON,false,false,,America/Toronto
Exshaw,Alberta,CA,,,,exshaw,AB,false,false,,America/Edmonton
Eyebrow,Saskatchewan,CA,,,,eyebrow,SK,false,false,,America/Regina
Fabre,Quebec,CA,,,,fabre,QC,false,false,,America/Montreal
Fabreville,Quebec,CA,,,,fabreville,QC,false,false,,America/Montreal
Fair Haven,Newfoundland,CA,,,,fairhaven,NL,false,false,,America/St_Johns
Fairmont Hot Springs,British Columbia,CA,,,,fairmonthotsprings,BC,false,false,,America/Vancouver
Fairview,Alberta,CA,,,,fairview,AB,false,false,,America/Edmonton
Falardeau,Quebec,CA,,,,falardeau,QC,false,false,,America/Montreal
Falcon Lake,Manitoba,CA,,,,falconlake,MB,false,false,,America/Winnipeg
Falher,Alberta,CA,,,,falher,AB,false,false,,America/Edmonton
Falkland,British Columbia,CA,,,,falkland,BC,false,false,,America/Vancouver
Farnham,Quebec,CA,,,,farnham,QC,false,false,,America/Montreal
Faro,Yukon,CA,,,,faro,YT,false,false,,America/Whitehorse
Fassett,Quebec,CA,,,,fassett,QC,false,false,,America/Montreal
Fauquier,British Columbia,CA,,,,fauquier,BC,false,false,,America/Vancouver
Fauquier,Ontario,CA,,,,fauquier,ON,false,false,,America/Toronto
Faust,Alberta,CA,,,,faust,AB,false,false,,America/Edmonton
Fenelon Falls,Ontario,CA,,,,fenelonfalls,ON,false,false,,America/Toronto
Fenwick,Ontario,CA,,,,fenwick,ON,false,false,,America/Toronto
Fergus,Ontario,CA,,,,fergus,ON,false,false,,America/Toronto
Ferintosh,Alberta,CA,,,,ferintosh,AB,false,false,,America/Edmonton
Ferland,Quebec,CA,,,,ferland,QC,false,false,,America/Montreal
Ferme-Neuve,Quebec,CA,,,,fermeneuve,QC,false,false,,America/Montreal
Fermeuse,Newfoundland,CA,,,,fermeuse,NL,false,false,,America/St_Johns
Fermont,Quebec,CA,,,,fermont,QC,false,false,,America/Montreal
Fernie,British Columbia,CA,,,,fernie,BC,false,false,,America/Vancouver
Feversham,Ontario,CA,,,,feversham,ON,false,false,,America/Toronto
Field,British Columbia,CA,,,,field,BC,false,false,,America/Vancouver
Field,Ontario,CA,,,,field,ON,false,false,,America/Toronto
Fillmore,Saskatchewan,CA,,,,fillmore,SK,false,false,,America/Regina
Finch,Ontario,CA,,,,finch,ON,false,false,,America/Toronto
Fingal,Ontario,CA,,,,fingal,ON,false,false,,America/Toronto
Fisher Branch,Manitoba,CA,,,,fisherbranch,MB,false,false,,America/Winnipeg
Fisher River,Manitoba,CA,,,,fisherriver,MB,false,false,,America/Winnipeg
Fisherville,Ontario,CA,,,,fisherville,ON,false,false,,America/Toronto
Flamborough,Ontario,CA,,,,flamborough,ON,false,false,,America/Toronto
Flanders,Ontario,CA,,,,flanders,ON,false,false,,America/Toronto
Flatbush,Alberta,CA,,,,flatbush,AB,false,false,,America/Edmonton
Flatrock,British Columbia,CA,,,,flatrock,BC,false,false,,America/Vancouver
Flatrock,Newfoundland,CA,,,,flatrock,NL,false,false,,America/St_Johns
Fleming,Saskatchewan,CA,,,,fleming,SK,false,false,,America/Regina
Flesherton,Ontario,CA,,,,flesherton,ON,false,false,,America/Toronto
Fleur de Lys,Newfoundland,CA,,,,fleurdelys,NL,false,false,,America/St_Johns
Fleurimont,Quebec,CA,,,,fleurimont,QC,false,false,,America/Montreal
Flin Flon,Manitoba,CA,,,,flinflon,MB,false,false,,America/Winnipeg
Florenceville,New Brunswick,CA,,,,florenceville,NB,false,false,,America/Moncton
Flower`s Cove,Newfoundland,CA,,,,flowerscove,NL,false,false,,America/St_Johns
Foam Lake,Saskatchewan,CA,,,,foamlake,SK,false,false,,America/Regina
Fogo,Newfoundland,CA,,,,fogo,NL,false,false,,America/St_Johns
Foley,Ontario,CA,,,,foley,ON,false,false,,America/Toronto
Foleyet,Ontario,CA,,,,foleyet,ON,false,false,,America/Toronto
Fond-du-Lac,Saskatchewan,CA,,,,fonddulac,SK,false,false,,America/Regina
Fords Mills,New Brunswick,CA,,,,fordsmills,NB,false,false,,America/Moncton
Foremost,Alberta,CA,,,,foremost,AB,false,false,,America/Edmonton
Forest,Ontario,CA,,,,forest,ON,false,false,,America/Toronto
Forest Grove,British Columbia,CA,,,,forestgrove,BC,false,false,,America/Vancouver
Forestburg,Alberta,CA,,,,forestburg,AB,false,false,,America/Edmonton
Forestville,Quebec,CA,,,,forestville,QC,false,false,,America/Montreal
Fork River,Manitoba,CA,,,,forkriver,MB,false,false,,America/Winnipeg
Fort Albany,Ontario,CA,,,,fortalbany,ON,false,false,,America/Toronto
Fort Assiniboine,Alberta,CA,,,,fortassiniboine,AB,false,false,,America/Edmonton
Fort Chipewyan,Alberta,CA,,,,fortchipewyan,AB,false,false,,America/Edmonton
Fort Erie,Ontario,CA,,,,forterie,ON,false,false,,America/Toronto
Fort Frances,Ontario,CA,,,,fortfrances,ON,false,false,,America/Toronto
Fort Fraser,British Columbia,CA,,,,fortfraser,BC,false,false,,America/Vancouver
Fort Good Hope,Northwest Territories,CA,,,,fortgoodhope,NT,false,false,,America/Yellowknife
Fort Hope,Ontario,CA,,,,forthope,ON,false,false,,America/Toronto
Fort Liard,Northwest Territories,CA,,,,fortliard,NT,false,false,,America/Yellowknife
Fort MacKay,Alberta,CA,,,,fortmackay,AB,false,false,,America/Edmonton
Fort Macleod,Alberta,CA,,,,fortmacleod,AB,false,false,,America/Edmonton
Fort McMurray,Alberta,CA,,,,fortmcmurray,AB,false,false,,America/Edmonton
Fort McPherson,Northwest Territories,CA,,,,fortmcpherson,NT,false,false,,America/Yellowknife
Fort Nelson,British Columbia,CA,,,,fortnelson,BC,false,false,,America/Vancouver
Fort Providence,Northwest Territories,CA,,,,fortprovidence,NT,false,false,,America/Yellowknife
Fort Qu`Appelle,Saskatchewan,CA,,,,fortquappelle,SK,false,false,,America/Regina
Fort Saskatchewan,Alberta,CA,,,,fortsaskatchewan,AB,false,false,,America/Edmonton
Fort Severn,Ontario,CA,,,,fortsevern,ON,false,false,,America/Toronto
Fort Severn First Nation,Ontario,CA,,,,fortsevernfirstnation,ON,false,false,,America/Toronto
Fort Simpson,Northwest Territories,CA,,,,fortsimpson,NT,false,false,,America/Yellowknife
Fort Smith,Northwest Territories,CA,,,,fortsmith,NT,false,false,,America/Yellowknife
Fort St. James,British Columbia,CA,,,,fortstjames,BC,false,false,,America/Vancouver
Fort St. John,British Columbia,CA,,,,fortstjohn,BC,false,false,,America/Vancouver
Fort Vermilion,Alberta,CA,,,,fortvermilion,AB,false,false,,America/Edmonton
Fort William First Nation,Ontario,CA,,,,fortwilliamfirstnation,ON,false,false,,America/Toronto
Fort-Coulonge,Quebec,CA,,,,fortcoulonge,QC,false,false,,America/Montreal
Forteau,Newfoundland,CA,,,,forteau,NL,false,false,,America/St_Johns
Fortierville,Quebec,CA,,,,fortierville,QC,false,false,,America/Montreal
Fortune,Newfoundland,CA,,,,fortune,NL,false,false,,America/St_Johns
Fossambault-sur-le-Lac,Quebec,CA,,,,fossambaultsurlelac,QC,false,false,,America/Montreal
Fox Cove-Mortier,Newfoundland,CA,,,,foxcovemortier,NL,false,false,,America/St_Johns
Fox Creek,Alberta,CA,,,,foxcreek,AB,false,false,,America/Edmonton
Fox Lake,Alberta,CA,,,,foxlake,AB,false,false,,America/Edmonton
Fox Valley,Saskatchewan,CA,,,,foxvalley,SK,false,false,,America/Regina
Foxboro,Ontario,CA,,,,foxboro,ON,false,false,,America/Toronto
Foxwarren,Manitoba,CA,,,,foxwarren,MB,false,false,,America/Winnipeg
Foymount,Ontario,CA,,,,foymount,ON,false,false,,America/Toronto
Frampton,Quebec,CA,,,,frampton,QC,false,false,,America/Montreal
Francis,Saskatchewan,CA,,,,francis,SK,false,false,,America/Regina
Frankford,Ontario,CA,,,,frankford,ON,false,false,,America/Toronto
Franklin Centre,Quebec,CA,,,,franklincentre,QC,false,false,,America/Montreal
Fraser Lake,British Columbia,CA,,,,fraserlake,BC,false,false,,America/Vancouver
Fredericton,New Brunswick,CA,,,,fredericton,NB,true,false,,America/Moncton
Fredericton Junction,New Brunswick,CA,,,,frederictonjunction,NB,false,false,,America/Moncton
Freelton,Ontario,CA,,,,freelton,ON,false,false,,America/Toronto
Freeport,Nova Scotia,CA,,,,freeport,NS,false,false,,America/Halifax
Frelighsburg,Quebec,CA,,,,frelighsburg,QC,false,false,,America/Montreal
French River First Nation,Ontario,CA,,,,frenchriverfirstnation,ON,false,false,,America/Toronto
French Village,Nova Scotia,CA,,,,frenchvillage,NS,false,false,,America/Halifax
Frenchmans Island,Newfoundland,CA,,,,frenchmansisland,NL,false,false,,America/St_Johns
Freshwater,Newfoundland,CA,,,,freshwater,NL,false,false,,America/St_Johns
Frobisher,Saskatchewan,CA,,,,frobisher,SK,false,false,,America/Regina
Frontier,Saskatchewan,CA,,,,frontier,SK,false,false,,America/Regina
Fruitvale,British Columbia,CA,,,,fruitvale,BC,false,false,,America/Vancouver
Fugereville,Quebec,CA,,,,fugereville,QC,false,false,,America/Montreal
Gabarus,Nova Scotia,CA,,,,gabarus,NS,false,false,,America/Halifax
Gabriola,British Columbia,CA,,,,gabriola,BC,false,false,,America/Vancouver
Gadsby,Alberta,CA,,,,gadsby,AB,false,false,,America/Edmonton
Gagetown,New Brunswick,CA,,,,gagetown,NB,false,false,,America/Moncton
Gainsborough,Saskatchewan,CA,,,,gainsborough,SK,false,false,,America/Regina
Galahad,Alberta,CA,,,,galahad,AB,false,false,,America/Edmonton
Galiano Island,British Columbia,CA,,,,galianoisland,BC,false,false,,America/Vancouver
Galt,Ontario,CA,,,,galt,ON,false,false,,America/Toronto
Gambo,Newfoundland,CA,,,,gambo,NL,false,false,,America/St_Johns
Gananoque,Ontario,CA,,,,gananoque,ON,false,false,,America/Toronto
Gander,Newfoundland,CA,,,,gander,NL,false,false,,America/St_Johns
Ganges,British Columbia,CA,,,,ganges,BC,false,false,,America/Vancouver
Garden Hill,Ontario,CA,,,,gardenhill,ON,false,false,,America/Toronto
Garden River First Nation,Ontario,CA,,,,gardenriverfirstnation,ON,false,false,,America/Toronto
Garnish,Newfoundland,CA,,,,garnish,NL,false,false,,America/St_Johns
Garson,Ontario,CA,,,,garson,ON,false,false,,America/Toronto
Gaspe,Quebec,CA,,,,gaspe,QC,false,false,,America/Montreal
Gatineau,Quebec,CA,,,,gatineau,QC,false,false,,America/Montreal
Gaultois,Newfoundland,CA,,,,gaultois,NL,false,false,,America/St_Johns
Gentilly,Quebec,CA,,,,gentilly,QC,false,false,,America/Montreal
Georgetown,Ontario,CA,,,,georgetown,ON,false,false,,America/Toronto
Georgetown,Prince Edward Island,CA,,,,georgetown,PE,false,false,,America/Halifax
Georgina,Ontario,CA,,,,georgina,ON,false,false,,America/Toronto
Geraldton,Ontario,CA,,,,geraldton,ON,false,false,,America/Toronto
Gibbons,Alberta,CA,,,,gibbons,AB,false,false,,America/Edmonton
Gibsons,British Columbia,CA,,,,gibsons,BC,false,false,,America/Vancouver
Gift Lake,Alberta,CA,,,,giftlake,AB,false,false,,America/Edmonton
Gilbert Plains,Manitoba,CA,,,,gilbertplains,MB,false,false,,America/Winnipeg
Gillam,Manitoba,CA,,,,gillam,MB,false,false,,America/Winnipeg
Gilmour,Ontario,CA,,,,gilmour,ON,false,false,,America/Toronto
Gimli,Manitoba,CA,,,,gimli,MB,false,false,,America/Winnipeg
Girardville,Quebec,CA,,,,girardville,QC,false,false,,America/Montreal
Girouxville,Alberta,CA,,,,girouxville,AB,false,false,,America/Edmonton
Giscome,British Columbia,CA,,,,giscome,BC,false,false,,America/Vancouver
Gjoa Haven,Nunavut,CA,,,,gjoahaven,NU,false,false,,America/Iqaluit
Glace Bay,Nova Scotia,CA,,,,glacebay,NS,false,false,,America/Halifax
Gladstone,Manitoba,CA,,,,gladstone,MB,false,false,,America/Winnipeg
Glaslyn,Saskatchewan,CA,,,,glaslyn,SK,false,false,,America/Regina
Glassville,New Brunswick,CA,,,,glassville,NB,false,false,,America/Moncton
Gleichen,Alberta,CA,,,,gleichen,AB,false,false,,America/Edmonton
Glen Ewen,Saskatchewan,CA,,,,glenewen,SK,false,false,,America/Regina
Glen Robertson,Ontario,CA,,,,glenrobertson,ON,false,false,,America/Toronto
Glen Water,Ontario,CA,,,,glenwater,ON,false,false,,America/Toronto
Glen Williams,Ontario,CA,,,,glenwilliams,ON,false,false,,America/Toronto
Glenavon,Saskatchewan,CA,,,,glenavon,SK,false,false,,America/Regina
Glenboro,Manitoba,CA,,,,glenboro,MB,false,false,,America/Winnipeg
Glencoe,Ontario,CA,,,,glencoe,ON,false,false,,America/Toronto
Glendon,Alberta,CA,,,,glendon,AB,false,false,,America/Edmonton
Glenella,Manitoba,CA,,,,glenella,MB,false,false,,America/Winnipeg
Glenwood,Alberta,CA,,,,glenwood,AB,false,false,,America/Edmonton
Glenwood,Newfoundland,CA,,,,glenwood,NL,false,false,,America/St_Johns
Gloucester,Ontario,CA,,,,gloucester,ON,false,false,,America/Toronto
Glovertown,Newfoundland,CA,,,,glovertown,NL,false,false,,America/St_Johns
Godbout,Quebec,CA,,,,godbout,QC,false,false,,America/Montreal
Goderich,Ontario,CA,,,,goderich,ON,false,false,,America/Toronto
Gods Lake Narrows,Manitoba,CA,,,,godslakenarrows,MB,false,false,,America/Winnipeg
Gogama,Ontario,CA,,,,gogama,ON,false,false,,America/Toronto
Gold Bridge,British Columbia,CA,,,,goldbridge,BC,false,false,,America/Vancouver
Gold River,British Columbia,CA,,,,goldriver,BC,false,false,,America/Vancouver
Goldboro,Nova Scotia,CA,,,,goldboro,NS,false,false,,America/Halifax
Golden,British Columbia,CA,,,,golden,BC,false,false,,America/Vancouver
Golden Lake,Ontario,CA,,,,goldenlake,ON,false,false,,America/Toronto
Good Hope Lake,British Columbia,CA,,,,goodhopelake,BC,false,false,,America/Vancouver
Gooderham,Ontario,CA,,,,gooderham,ON,false,false,,America/Toronto
Goodeve,Saskatchewan,CA,,,,goodeve,SK,false,false,,America/Regina
Goodsoil,Saskatchewan,CA,,,,goodsoil,SK,false,false,,America/Regina
Goose Bay,Newfoundland,CA,,,,goosebay,NL,false,false,,America/St_Johns
Gore Bay,Ontario,CA,,,,gorebay,ON,false,false,,America/Toronto
Gormley,Ontario,CA,,,,gormley,ON,false,false,,America/Toronto
Gorrie,Ontario,CA,,,,gorrie,ON,false,false,,America/Toronto
Goshen,Nova Scotia,CA,,,,goshen,NS,false,false,,America/Halifax
Goulais River,Ontario,CA,,,,goulaisriver,ON,false,false,,America/Toronto
Govan,Saskatchewan,CA,,,,govan,SK,false,false,,America/Regina
Gowganda,Ontario,CA,,,,gowganda,ON,false,false,,America/Toronto
Gracefield,Quebec,CA,,,,gracefield,QC,false,false,,America/Montreal
Grafton,Ontario,CA,,,,grafton,ON,false,false,,America/Toronto
Granby,Quebec,CA,,,,granby,QC,false,false,,America/Montreal
Grand Bank,Newfoundland,CA,,,,grandbank,NL,false,false,,America/St_Johns
Grand Bay,New Brunswick,CA,,,,grandbay,NB,false,false,,America/Moncton
Grand Beach,Manitoba,CA,,,,grandbeach,MB,false,false,,America/Winnipeg
Grand Bend,Ontario,CA,,,,grandbend,ON,false,false,,America/Toronto
Grand Centre,Alberta,CA,,,,grandcentre,AB,false,false,,America/Edmonton
Grand Etang,Nova Scotia,CA,,,,grandetang,NS,false,false,,America/Halifax
Grand Falls,New Brunswick,CA,,,,grandfalls,NB,false,false,,America/Moncton
Grand Falls,Newfoundland,CA,,,,grandfalls,NL,false,false,,America/St_Johns
Grand Falls-Windsor,Newfoundland,CA,,,,grandfallswindsor,NL,false,false,,America/St_Johns
Grand Forks,British Columbia,CA,,,,grandforks,BC,false,false,,America/Vancouver
Grand Lake,Nova Scotia,CA,,,,grandlake,NS,false,false,,America/Halifax
